userName,score,content
Pengguna Google,5,amanah
Pengguna Google,5,Sangat membantu untuk keperluan rumah tangga
Pengguna Google,5,Pembayaran memudahkan
Pengguna Google,1,aplikasi ga jelas
Pengguna Google,5,mantap
Pengguna Google,5,"lebih maju,,, mantap tokped👍"
Pengguna Google,5,"apk yang benar"" bermanfaat"
Pengguna Google,5,Amazing
Pengguna Google,1,Apk erorr gak guna
Pengguna Google,1,Susah verifikasi OTP nya
Pengguna Google,2,Sekedar lihat keranjang doang loading nya setengah mampus padahal jaringan dsb nya lancar aja apalah apk ini
Pengguna Google,5,"Alhamdlllh Udah kembali normal lg, bs buka chat penjualan, stelah bbrpa hr g bs lihat chat penjualan... Trimakasih banyak Tokped."
Pengguna Google,4,"Saya mau batalin pesanan buat ganti pilihan, tapi vouchernya gabalik, tolong dong vouchernya bisa di kembalikan kalo kita cancel pesanan"
Pengguna Google,5,mantaabbbb
Pengguna Google,5,ok
Pengguna Google,3,sedang
Pengguna Google,3,"Banyak promo skem, udh dapet kupon di cancel seller, di cancel sistem, scam scam scam, instal shopee / lazada aja dah"
Pengguna Google,1,"Kenapa product yg saya post kok gk muncul??? Saya emang seller barang bekas tpi dulu gk kyk gini, pas upload product saya langsung muncul di kolom pencarian. Ini server Tokped ada gangguan atau gimana sih??? Di update kok malah bobrok, dikasih review malah dibalas promosi sama developernya, Customer Servicenya tokped kok parah banget sihh??"
Pengguna Google,1,Sekarang ga bisa liat rating toko/seller
Pengguna Google,3,Tolong perbaiki kurir bagiyan penghantaran Sering kurir ngasih foto yg gak ada gambar. Keterangan pesanan sudah sampe tujuan. Padahal belum di hantar ketempat tujuan.coba kalo orang gak ngeti.bisa hilang itu barang.tolong di perbaiki
Pengguna Google,4,oke baik
Pengguna Google,5,ok ok ok
Pengguna Google,5,mantap
Pengguna Google,5,Tokopedia solusi belanja online...mantap👍
Pengguna Google,5,"bagus bngtttt banyak promo suka dehhh, ga pelit promo semoga tambah sukses😭😭😭💗💗🥺"
Pengguna Google,5,banyak promo menarik... yuk gais buruan download dan order
Pengguna Google,5,sgt membantu
Pengguna Google,1,"Penjual nya banyak banget yg php , pdahal pengen nanya tentang brangnya"
Pengguna Google,1,pesanan dibatalkan sepihak
Pengguna Google,5,sagat luar biasa dirimu... ramadhan bulan penuh berkah
Pengguna Google,5,semoga selalu dapet banyak diskon 🙏
Pengguna Google,2,"Good semoga membantu paylater nya,ehh tidak cairrrrr tidak good dahh"
Pengguna Google,3,Aplikasi Nya Cukup Bagus Tapi Ongkir Terlalu Mahal Tidak Sepadan Dengan Harga Barang Nya !!?
Pengguna Google,4,mantul
Pengguna Google,5,bagus semua ada komplit lagi cumsn sayang ga bisa kredit kalo belanja
Pengguna Google,1,Mau chat cs aja susah amat
Pengguna Google,1,Pengiriman sangat lama Sudah beli bayar di Indomaret jauh jauh malah di tolak Saldonya ga bisa di ambil lagi buat bayar qris
Pengguna Google,4,bagus
Pengguna Google,3,Sekarang dah jarang kasih kupon
Pengguna Google,3,sangat puas
Pengguna Google,1,"Bisa bisanya pesanan gw dibatalkan sama pihak tokopedia wkwkwkwkwk,apa karna pesanan gw murah karna voucher pesanan pertama? Mending shopee,biarpun kita pesan pesanan murah+gratis ongkir pihak shopee gk ade tu yg namanya batalkan pesanan kita"
Pengguna Google,5,"Untuk saat ini TOKOPEDIA sudah bagus ,banyak diskon dan voucernya, makasih TOKOPEDIA semoga kedepannya bakalan lebih bagus lagi dan banyak barang barang yang didiskoun"
Pengguna Google,1,"saya benar benar kecewaa sekali dengan Tokopedia. masa saya pesan barang dengan voucher tiba tiba dibatalkan sistem? apa maksudnya coba? kalau tidak niat kasih voucher ya jangan dikasih dong heran pakai voucher aja salah padahal sudah memenuhi syarat dan ketentuannya, dimana salahnya coba? saya akan menaikkan bintangnya kalau saya dapat menggunakan voucher dan pesanan saya yg menggunakan voucher itu tidak dibatalkan"
Pengguna Google,5,hebat
Pengguna Google,5,sering sering Ada promo ya
Pengguna Google,5,terimakasih tokopedia kalian sangat membantu
Pengguna Google,1,"udah mah pas bayar ada admin,di batalkan sistem di balikin nya ke saldo tokped,narik kena admin lagi ,voucher hilang kalo barang ga sesuai s&k kenapa bisa kepake???aneh,masalah vocher aja lu gabisa"
Pengguna Google,1,Tokopedia menyediakan cs gk sih
Pengguna Google,5,keren
Pengguna Google,5,aplikasi yg mudah
Pengguna Google,5,suka banget banyak banget diskonyaaaaa😻😻
Pengguna Google,2,Sudah masuk dapat voucer tapi tiba tiba pesanan saya di batalkan sistem haduh jadi males
Pengguna Google,5,terimakasih dapat harga lebih murah
Pengguna Google,5,mantap👍
Pengguna Google,5,mantappp TOKOPEDIA👍🏻👍🏻
Pengguna Google,5,tambahin lagi disc nya
Pengguna Google,1,Aplikasi geblek... Makin lama makin lemot...
Pengguna Google,1,Sebenarnya malas order barang di tokped pengiriman lambat banget...
Pengguna Google,1,rules nya gajelas. suka tiba2 dibatalin. buyer dibikin bingung.
Pengguna Google,5,ok banget
Pengguna Google,1,"klo bisa bintangnya setengah, gw kasih, stuck Mulu, mendingan shopee, pengiriman cepat. paket gw stuck Mulu. mana harinya telat"
Pengguna Google,3,"kurir id ekspress bener bener lambaaaaat, ampe kesel nungguin nya"
Pengguna Google,5,Bagus bngtt apk nya dapet vocer pengguna baru sya juga blanja harga 50an jadi 16k itupun SMA ongkirnya kalau gratis ongkir MH ga bakal 16k😉🤗 Sering sering ya kasi vocer gede gedean nya
Pengguna Google,1,"disuruh buat sandi, tapi sandinya udah dicoba beberapa kali katanya ga valid kocak"
Pengguna Google,5,"seneng bangeett, dapat diskon banyak di tokped, mksh tokped, jaya selalu ya"
Pengguna Google,1,"Return brang g jelas ,pelayanan buruk tidak bisa menyelesaikan masalha kurir,dan penjual,ribet urusan nya kapok katan pakai plus pelayanan bagus tapi hoax"
Pengguna Google,2,Kenapa kokk di batalkan sistem
Pengguna Google,1,"Cs nya robot, cs lemot, gak fast respon. Percuma ke pusat bantuan. Livechat aja gak dibales Kalo ada bintang - 1000000 gw kasih ini buat cs tokped"
Pengguna Google,1,"Plisss dehh yah buat Tokopedia kalau bisa kurir REKOMENDASI gak usah pake sicepat,sigesit,siuntung dahh....cape juga nunggu paket kalau logistik nyah gak jelas,masa kirim paket kepemilik nyah butuh waktu 6hari gak jelas amat ituh logistik,pesan barang dri JKT tujuan ke Sukabumi buset 6hari coiiii gilaaa sih inih logistik reg ajah 3hari,ECO ajah 4-5 hari"
Pengguna Google,5,banyakin promo dan gratis ongkir
Pengguna Google,5,Nice apps
Pengguna Google,1,"kesel banget,udah co barang udah memenuhi syarat juga, kenapa transaksinya di batalkan tokped? kecewa bangett"
Pengguna Google,2,ga bisa bayar di tempat
Pengguna Google,5,makin keren tokped. semoga makin sukses dan banyakin promo gratis ongkir nya tokped.....😘😘😘
Pengguna Google,5,Very good application and lots of promos
Pengguna Google,4,Ok
Pengguna Google,5,tydakkk di ragukan lagi moakk
Pengguna Google,5,Senang sekali dengan aplikasi stu iniiii🫶
Pengguna Google,1,"dikit"" di batalkan"
Pengguna Google,5,Bulan Penuh berkah Bersama Tokopedia 👍
Pengguna Google,2,Sering error' dan lemot
Pengguna Google,3,抱歉，我已经转到橙色阵营了。这边的折扣很吝啬，过期后第二天就没有折扣了，其他平台还一直有折扣，所以不想再下单了。每天都在查看商品，但从来没有折扣。再见了。
Pengguna Google,5,ok
Pengguna Google,5,kereeeennn
Pengguna Google,5,good luck ❤️
Pengguna Google,4,"coba dong untuk masalah login kembali menggunakan akun yang pernah di gunakan login sebelum nya mohon untuk bisa di pakai lagi untuk bisa login kembali apabila saya ingin menggunakan Tokopedia nya lgi , soalnya waktu itu sempet login ulang pake akun utama ku itu tidak bisa karena sudah pernah login dan di arahkan menggunakan akun google yang lain. tolong di perbaiki dong"
Pengguna Google,1,Aplikasi mulai tidak jelas.. Mau daftar later juga gagal tanpa ada alasan dan penjelasan yang jelas
Pengguna Google,1,Tik tok shope x tokopedia sgt jelek pelayanan nya LAMAAA tdk seperti toko oren yg cepat selesai. Hanya masalah kecil saja harus nunggu 48 jam. Haduhh apalagi sih yg harus di cek bukti dari saya seharusnya sdh cukup tdk usaj di cek cek berkali² LAMAAA... Event nya cmn hari ini gara² masalah pembayaran sdh berhasil malah di cancel otomatis dr sistem ini saya jd males pake tiktok shop x tokopedia.
Pengguna Google,2,"Belanja di ➡dsini lebih murah dbln ramadhan , pasti senang"
Pengguna Google,5,Good wes
Pengguna Google,5,sangat membantu
Pengguna Google,4,"Akhir2 ini tanda pesan belum di baca muncul terus, dibuka tdk ada pesan masuk baru"
Pengguna Google,5,okkkk
Pengguna Google,2,"diskon pelanggan baru ilang gara² dibatalin sistem , pdhal udah tf"
Pengguna Google,5,baik
Pengguna Google,5,Cukup bagus
Pengguna Google,1,"sebenarnya tokopedia secara harga, UI dll bagus. Tetapi faktor paling buruknya pemilihan kurir rekomendasi, saya punya paket yang dikirim ID Express dari MH Tegal sudah sampai di MH Semarang tapi kembali lagi ke MH Tegal dan masuk ke MH Surakarta, kenapa tidak dari Semarang ke Surakarta saja, akibatnya paket terlalu lama sampai"
Pengguna Google,1,Iklan nya berisik triak²
Pengguna Google,5,"baru mau coba lagi,ulasannya lain kali aja..."
Pengguna Google,1,Semenjak bergabung dengan tiktok jadi pelit vocer. Ga kaya dulu lagi
Pengguna Google,1,"Marketplace Paling lemot pengirimanya, barang sampai selalu lewat dari estimasi"
Pengguna Google,5,Dengan adanya Tokopedia blanja jadi semakin mudah gak pakai r8bet.
Pengguna Google,4,oke mantep
Pengguna Google,1,Bug Shake - Shake sangat meresahkan sudah di silang muncul terus membuat saya sangat tidak nyaman tolong di perbaiki🙏🙏
Pengguna Google,5,baik
Pengguna Google,5,pengiriman cepat dan banyak promo
Pengguna Google,5,nice
Pengguna Google,5,sangat baik
Pengguna Google,1,"aplikasi cacat gk kaya dulu, sekarang isi e-money tengah malem jam 1an bisa tpi saldonya ampe sekarang gk ke update isi nya 50rb tpi pas sekarang siang nya d cek malah gk ke isi. Cacat."
Pengguna Google,5,ok.ok
Pengguna Google,4,mudah digunakan
Pengguna Google,1,"Aneh bgt kocak gua uda beli trs di batalin sm toko nya, eh, voucher ga kmbli lgi"
Pengguna Google,5,mantap
Pengguna Google,5,manfaat
Pengguna Google,5,Saya baru download semoga memuaskan layanannya
Pengguna Google,1,"Estimasi pengiriman terlalu lama,, bikin kapok, jasa pengiriman ribet,, ongkir mahal,ribet,lama,,kacau,,jangan dah klo masih blanja di sini klo kurirnya lama,, pengiriman masih di pulau jawa bisa 1 minggu,,padahal sudah didaerah,,masih ditahan nunggu pas estimasi 1minggu,, kurir tolol,,"
Pengguna Google,5,bagus
Pengguna Google,1,"Sangat merasa dirugikan berbelanja disini karna barang yg dtg tidak sesuai, sudsh mengajukan komplain dan diinstruksikan utk kirim balik barang ke penjual, saya lakukan bahkan sudah terkirim di hari esoknya, tp seminggu lebih bahkan dari tokopedia bilang saya gak ada update resi. Semoga gk ada lg yg merasakan apa yg saya rasakan. Sudah rugi gak dapat barang, pengembalian uangpun gak ada."
Pengguna Google,1,"Aplikasi error keluar shake"" Mulu bikin kesel jadi g bisa belanja"
Pengguna Google,5,menyala sekali
Pengguna Google,5,sangat puas belanja d toped krb banyak promonya ..tq toped
Pengguna Google,2,"Selamat pagi kak, izin bertanya apakah app ini bisa isi kuota hinet kah ? Mohon di respon kak, terimakasih 🙏🏻"
Pengguna Google,5,"bagus mantap, lebih ajib lagi kalo ketika paket di antar, kita bisa melihat lokasi paket dimana seperti di aplikasi sebelah, ada maps nya, jadi kita tau paket kita ada di daerah mana"
Pengguna Google,4,gopay mantap sangat membantu
Pengguna Google,5,Ok
Pengguna Google,3,Maaf ..admin toko pedia...apakah kurir ya di Tokopedia hanya JNE aja?...gak ada kurir lain..saya pribadi lebih suka JNT..atau kurir express .di shopie kurir ya banyak..JNE terkadang bermasalah...lama proses pengiriman nya .mohon di perbaikin kurir nya boss..biar nyaman menggunakan Tokopedia.🙃🙃🙃
Pengguna Google,5,mantap
Pengguna Google,5,Bagus
Pengguna Google,5,Pembelian pertama dapat harga yang murah syekaliiii terima kasih toko.pedia .
Pengguna Google,5,Mantabbbbbbbb 👌👌👌👍🏽
Pengguna Google,5,masih dpt promo pengguna baru... harga nya murah2..
Pengguna Google,5,okeh
Pengguna Google,5,"Mantap,pelayanan gercep..."
Pengguna Google,1,"W tadi MLM beli headset langsung w bayar pke dana,terus di batalin dari pihak tokped nya,duit ilang barang gak ada. Maksudnya kalo mau di batalin MH atuhh kembaliin kek saldo nya ini mah kan rugi ke w min🙏"
Pengguna Google,4,Jangan sampai salah order
Pengguna Google,1,"Setiap beli barang pasti ga ad yg bener. Barang rusak/clone/tidak sesuai yg d pesan/tidak tepat waktu. Kacau kali ni apk (kecewa saya) Saran buat yg suka belanja online Kalau beli dari tokpet cuma rekom belanja dari tiktok Klau dri apk lansung bagus dari Shopee sih, jauh x kualitasny"
Pengguna Google,5,top bgt
Pengguna Google,5,Sippp
Pengguna Google,5,ok
Pengguna Google,5,keren tokopedia
Pengguna Google,1,Saya ada kendala divoucher tidak dapa dilihat apa saja vouchernya malah sekarang tidak dapat voucher sama sekali.. gimana sih.. tolong diperbaiki lagi. Biar enak.
Pengguna Google,3,"Aku benci toko pedia di update terbaru ini, riwayat transaksiku hilang begitu saja seakan aku tidak pernah bertransaksi, nomer id listrik, pdam, wifi yang tersimpan sudah tidak ada, itu membuatku kesulitan karena telat membayar tanpa id pelanggan"
Pengguna Google,3,oke bingit
Pengguna Google,5,sangat memuaskan
Pengguna Google,5,sangat mudah di pesan
Pengguna Google,5,Bagus sukses slalu
Pengguna Google,1,"Produk lokal kenapa sampah semua dah. Udah g punya ekpedisi sendiri kyk sebelah, sekarang fitur chat g bisa di hapus? Kalo isinya spam iklan semua apa gak sumpek liatnya.? Mending tutup dah goto g guna."
Pengguna Google,5,Sangat bermanfaat
Pengguna Google,5,mantap
Pengguna Google,5,sangat bagus
Pengguna Google,5,cara pembayaran yang mudah
Pengguna Google,5,good
Pengguna Google,5,"sempurna, jangan lupa promo nya di gacorr in terusss bosss tokpet"
Pengguna Google,1,suka banget batalin pesenan orang si tokped ini ganiat kasih promo
Pengguna Google,1,Ketika mesan produk selalu batal
Pengguna Google,1,"Maret 2025,, kolom diskusi&pertanyaan setiap produk tidak bisa diakses&digunakan oleh umum,, meningkatkan fraud/penipuan penjualan produk palsu/kw,,, mengurangi kewaspadaan pembeli yg minim info,, intinya perlindungan konsumen semakin minim... Hanya bisa diskusi langsung dengan seller..."
Pengguna Google,1,"Pesanan saya di batalkan oleh sistem, cs Tokopedia tidak menjawab"
Pengguna Google,1,"Biarkan bintang yang berbicara (note) nanti kalo tokopedia udh stabil, bakal saya instal lagi dan saya beri bintang 100. kalo ada 😆.."
Pengguna Google,5,ok
Pengguna Google,5,belanja mudah ditokopedia
Pengguna Google,1,BIAYA LAYANAN ATAU ADMINNYA KURANGIN NGO
Pengguna Google,4,Terima kasih
Pengguna Google,5,"Pengiriman sangat baik, & cepat...??? 👍👍"
Pengguna Google,1,Apk ga jelas
Pengguna Google,5,setiap belanja selalu dapet gratis ongkir
Pengguna Google,5,good
Pengguna Google,5,Mantap
Pengguna Google,5,bintangku yg berkomentar🤗
Pengguna Google,4,Mau komplen ke toko susah banget hadeh
Pengguna Google,1,"Review bintang Tokopedia.,saya berikan bintang 1.,sebab Tokopedia Care tidak ada gunanya.,Robot yanga jawab., dialihkan ke manusia slow respon.,lamaaa..di suruh menunggu sampai 10 menit.,sudah saya tggu tidak ada juga Responnya.."
Pengguna Google,5,"pembayaran dan alamat terhubung lgsg dg tiktok, sangat dipermudah. Terimakasih"
Pengguna Google,5,Sangat bagus
Pengguna Google,1,Yg sya tidak suka dengan Tokopedia Kami batalkan karena penjual tidak merespon dan proses pengiriman tidak di lakukan walaupun sudah 5 hari. Tapi di proses pembatalannya tidak ada pilihan dibatalkan karena seller tidak memproses pembelian.. tapi hanya ada pilihan 1. Ada produk lain yg lebih murah 2. Ingin mengganti jasa pengiriman.. Hal seperti ini yg dimenangkan adalah penjual. Sedangkan pembeli dikorbankan Buat layanan keluhan yg simpel buat yg kami bisa ketik keluhan kami seperti apa..
Pengguna Google,1,"Aplikasi Gk jelas Sumpahh!!! Awal ny Dapat Diskon pengguna Baru 70% Sampe Isi gopay 30k ke konter jauh jauh, mau beli Barang wishlist Gw, Pas mau beli pake diskon 70% awal nya berhasil Seneng, ehhhhh kemudian pesanan saya di batalkan oleh sistem padahal Itu akun baru, besok nya ada vocher yg sama 70% saya coba lagi beli tapi sama pesanan saya di Batalkan oleh sistem Tidak ada Pertanggung jawaban ny, Tolong dong janga di batalkan Pesanan saya yg pake VOC 70% ⭐"
Pengguna Google,5,"sangat mempermudah ,dalam segala hal ."
Pengguna Google,5,bagus skli
Pengguna Google,5,ok
Pengguna Google,5,bagus
Pengguna Google,5,👍👍👍👍👍
Pengguna Google,3,3 dulu baru coba di tokopedia semoga ga seperti app sebelah .
Pengguna Google,1,"Ongkirnya gak ngotak untuk luar pulau jawa, saya di Sumatera, harga barang cuma 30rb tapi ongkirnya 50rb, ngotak dikit kalo ngasih ongkir. Mending belanja di toko sebelah kalo gini caranya"
Pengguna Google,5,mantap
Pengguna Google,1,Ribet
Pengguna Google,5,the best
Pengguna Google,4,baguuuuuuusssssss
Pengguna Google,5,pembayaran dibuat mudah
Pengguna Google,2,"tolong kurir nya jgn pake SAPX ga beres , barang ga nyampe status selesai, tokped harus aji ulang rekomen pengirimannnya"
Pengguna Google,5,Mantap
Pengguna Google,5,pelayanan bgs
Pengguna Google,5,"bagus, banyak diskon besss"
Pengguna Google,3,"nice, tp lain kali jgn batalin lagi ya😊, padahal udah dibayar... mana pengembalian saldonya cuma harga produknya"
Pengguna Google,5,"mantab bgt si soalnya sering dpt voucher diskon gede,mksi tokped👐"
Pengguna Google,1,apk ga jelas masa udah beli langsung di batalin oleh sistem dananya juga dikurangin 2000 emang ga jelas
Pengguna Google,1,Pesanan tiba tiba dibatalkan sistem voucher hilang gak bisa dipake
Pengguna Google,5,Sangat membantu untuk semua orang yang bertekad untuk menjadi seorang yang sukses.
Pengguna Google,5,toko pedia sangat rekomendet
Pengguna Google,5,mantap
Pengguna Google,5,good aplication
Pengguna Google,1,"Barang saya tertolak di bandara, pihak ekspedisi merubah pengiriman dengan moda transportasi lain, akhirnya pembeli komplain karena estimasi pengiriman yang semula beberapa hari menjadi 20-30hari, akhirnya pembeli mengajukan cancel ke pihak ekspedisi tetapi tidak bisa karena harus di cancel via tokopedia, tapi tokopedia berdalih barang yang sudah di ekspedisi tidak bisa di batalkan, chat customer service tidak jelas (bot) telepon hotline juga ga jelas, barang saya ga jelas nasibnya"
Pengguna Google,5,mantap kali
Pengguna Google,5,semoga cepat datang pengiriman
Pengguna Google,5,Pacarnya duolingo kah?
Pengguna Google,1,Baik Cs tokopedia dan sheller tokopedia sangat buruk di tahun 2025 awal bulan maret kembalikan uang saya
Pengguna Google,5,mantap aku selalu pake tokopedia terimakasih
Pengguna Google,4,mantap
Pengguna Google,5,respon cepat sx
Pengguna Google,1,"Knapa pada erorr, mau tambah produk ngak bisa, tambah parah ni app,beli barang COD ada pas dipesan ngak bisa, aplikasi sampah"
Pengguna Google,1,Suka Error. sistem kurang bijak dan jelas
Pengguna Google,1,Hati hati kalau belanja di toko pedia sekarang sudah mulai tidak aman... Banyak seller / penjual yang tidak amanah... Bisa bisa nya toko pedia meloloskan seller / penjual seperti itu di tambah lagi cs toko pedianya slow respon dalam menangani kasus seperti itu Kecewa banget dengan perporma toko pedia sekarang
Pengguna Google,1,"Apa fungsi nya Grab Instan (3 Jam ) di Tokped yang harga ongkirnya 130k, tapi seller molor gak proses-proses pesanan (dan di aplikasi diberi tenggang waktu 24 jam untuk seller mem proses)."
Pengguna Google,5,baikkkk bangetttttttttttt theeee besttt pokonyaaa banyakan voucher dan gratong lagi ya minnn soalnyaaaa susah banget kalo ga ada voucher hehehe the best pokonyaa tokpetttttttttttt🤍🤍🤍🤍🤍🤍🤍🤍
Pengguna Google,1,Terlalu ribet.. Ganti no HP aja susah minta ampun.. Aplikasi ampas..
Pengguna Google,5,"mantap, transaksi lebih muda.👍"
Pengguna Google,1,Gabisa di dondload
Pengguna Google,1,"Untuk masalah pembatalan pesanan terlalu rumit dan butuh waktu lama.harusnya bisa dipercepat karena resi juga belum keluar dimenu pesanan,bukan harus nungguin konfirmasi penjual baru bisa dibatalkan"
Pengguna Google,5,good
Pengguna Google,3,Diskon lumayan banyak tapi pengiriman sangat sangat lelet
Pengguna Google,5,mantap
Pengguna Google,5,"mantap,praktis"
Pengguna Google,2,"Suka dikembalikan danannya, suka eror klo bayar lewat indomaret, ngabisin waktu"
Pengguna Google,5,Buruan download deh murah murah
Pengguna Google,1,"Tidak pernah dapat voucher lagi sekarang tuh aneh Tokopedia sekarang tuh, ya sekarang sih bukan lagi milik orang Indonesia ya jadi gini"
Pengguna Google,5,"terimakasih atas promo nya sering"" kaya gini yh 🙏🤗😊 usahakan selalu bisa cod ke rumah pedalaman. 😍"
Pengguna Google,5,ok bngttt
Pengguna Google,1,"Apk rusak sampah bukan apk bokop kok harus banget pakai pin selesai bikin pin harus verifikasi abis verivikasi bikin pin lagi parah ulang"" trs ini ke 3 kali nya gw unduh dan ke 3 kalinya gw hapus apk ampas rusak parah dari dlu belum di perbaiki sistem dan bug nya apk kayak gini tuh gk pantas harus pakai pin kalau nekopoi michat google lah masuk akal harus pakai pin biar jatung aman ini apk marketplace kok harus pakai pin dan abis bikin pin harus verifikasi apk ampassss kayak lagi sembunyiin ap"
Pengguna Google,2,"Halaman tidak tersedia padahal kecepatan internet aman, aneh²."
Pengguna Google,5,cepat
Pengguna Google,2,Aplikasinya... Skarang Menjadi Lebih Berat/Lambat setelah Di Update.... Mohon agar di Perbaiki agar Menjadi Ringan...
Pengguna Google,5,"Dalam pencarian barang mohon ditampilkan produk yang terjangkau harganya dan lebih banyak lagi variasinya, terimakasih. Tokopedia Top"
Pengguna Google,5,"tokopedia gimana caranya bayar tagihan menggunakan dua metode pembayaran, karena sudah saya coba sekarang ga bisa. kalau dulu misalnya saya punya saldo gopay 100 rb tagihan yang harus di bayar misalnya 150rb sisa tagihannya bisa menggunakan metode lain misalnya bayar di alfamart, indomart dll. mohon bantuanya, terima kasih"
Pengguna Google,4,anggota baru
Pengguna Google,5,tokopedia emang matap👍👍
Pengguna Google,1,"Diaplikasi ini tdk berlaku pembeli adalah raja krn jika saya komplain selalu penjual yg benar,jadi yg berlaku PENJUAL ADALAH RAJA!!!"
Pengguna Google,5,bagis
Pengguna Google,3,"pengirimannya LAAAAMWAAAA BINGIT + suka nge lag nga jelas, sekian terima jeonghan 😙💅"
Pengguna Google,1,"Tokopedia sekarang isinya banyak toko - toko nggak jelas, contohnya toko Qurthubie di Pontianak, pesanan nggak dikirim kirim, chat nggak direspon respon, harga emang murah ditoko itu, tp cumak buat ngeprank, karena kalau pesan nggak dikirim kirim, kita chat pun nggak akan dibalas balas"
Pengguna Google,1,Tokopedia semenjak diakuisisi tiktok pelit banget njir vouchernya huuu
Pengguna Google,3,Kak knpa Tokopedia saya Payleter nya tidak bisa Dipakai
Pengguna Google,5,cukup baik
Pengguna Google,3,pertanggal 2 maret akun tokopedia saya telah dibajak orang menyebabkan limit gopaylater saya disalahgunakan. Mohon bantuannya semua pihak tokped untuk segera ditangani karena dengan adanya masalah ini saya merasa sangat dirugikan
Pengguna Google,5,sangat mudah dan praktis
Pengguna Google,5,semoga kedepnya lebaih baik lagi dalm pemayanan
Pengguna Google,5,the best olshop 👍👍👍
Pengguna Google,1,"Akun baru, tp knp ya baru pertama kali belanja Ktnya iya 80℅ tp pas udah d CO d batalkan oleh sistem,, Sedihh jg"
Pengguna Google,5,Syukron Jazakallah Khoir
Pengguna Google,4,bagus
Pengguna Google,5,👍
Pengguna Google,1,"Pesanan saya dibatalkan oleh sistem, tapi refundnya tidak sesuai dengan dana yang saya keluarkan."
Pengguna Google,5,"Toko pedia banyak peromo juga harga nyah sangat"" Murah kualitas bagus dan seller amanah mantap tokopedia Jaya terus"
Pengguna Google,1,EKPEDISINYA GAJELAS
Pengguna Google,1,Pembatalan pesanan pengembalian dana lama tidak seperti shopee
Pengguna Google,5,Cocok untuk yang mau belajar bahasa lain
Pengguna Google,1,nipu bgt saya pake voucher penggunaan baru pas mau dilakukan transaksi malah voucher nya hilang gini bgt
Pengguna Google,5,bagusss
Pengguna Google,5,Oke
Pengguna Google,1,Saya selalu belanja disini. Tapi fitur pembatalan terlalu banyak memakan waktu. Padahal sudah jelas si penjual ga kompeten. Saya rasa maksimal 2 hari cukup untuk packing ini sampai 4 hari d beri waktu? Kita hidup d era yang serba cepat! Jika tidak bisa mengikuti arus ya bakal kegerus.
Pengguna Google,4,Enak sih pake toko pedia barang nya asli semua Minusnya cuma agak lambat aja pengiriman nya
Pengguna Google,5,lengkap
Pengguna Google,5,Mohon perbanyak cashback ya kak. Dan diskon utk pembeli di Super Seller tokped
Pengguna Google,5,"susah daftar payleter ya,apk ya si udah bagus banyak diskon ya"
Pengguna Google,1,CS GA GUNA
Pengguna Google,5,sangat bagus & memuaskan ..harga pas di kantong belanja di Tokopedia..terima kasih 🙏☺️
Pengguna Google,5,gerak cepat
Pengguna Google,5,bagus harganya BS murah banget
Pengguna Google,5,"Toped"" kita beli barang tgl 27 sampai sekarng masih proses, tolong dhog apdate mkch"""
Pengguna Google,5,Sangat bermanfaat dan membantu
Pengguna Google,1,"Tanggal kembar + bulan puasa gak ngasih promo sama sekali, good job tokped 👍 Waktu yang tepat untuk vakum tokped 🤣"
Pengguna Google,5,Nice
Pengguna Google,1,"Kalau memang gada diskon ya harus tertera yang jelas harga d aplikasi, jangan sudah CO terus d batalkan sistem, penipuan klo gtu nmanya, jadi mau ga mau harus belanja karena duit masuk saldo aplikasi"
Pengguna Google,5,okee bagus
Pengguna Google,1,"Aplikasi tokopedia sekarang kacau, baru di update biar bisa buka inbox (sbg seller) & berhasil tp gak lama kemudian kembali lagi gak bisa dibuka lagi inbox (sbg penjual), payah 🤣😁 nb: sdh hub.adminnya tp gak direspon / gak dijawab. Benar2 kacau & ambyar tokopedia 🤣😁"
Pengguna Google,5,"belanja di Topek hemat setiap hari,sukses selalu🙏🙏"
Pengguna Google,5,baik
Pengguna Google,1,Marketplace No.1 Di internet Keren
Pengguna Google,1,kok ga bisa COD ya. sampe pusing adu argumen sama seller yg bilang akun gue mungkin baru makanya gak bisa COD. lah barang situ kan melebihi batas maximal 2 juta setengah.. ya udah limit pas CO juga tombol CODnya mati. gak kaya apk sebelah limit di 5 juta
Pengguna Google,5,wow
Pengguna Google,5,Murah bgt belanja di tokped. Nice ni apk 👍👍👍👍👍
Pengguna Google,1,Pengajuan retur barang dan klaim asuransi barang rusak ribet dan cenderung ga bisa di klaim uang kembali walaupun sudah ada bukti jelas. Kapok
Pengguna Google,5,Bagus tapi mahal semua
Pengguna Google,5,halaman menarik dan tidak kaku
Pengguna Google,5,okeh laahh
Pengguna Google,5,bagus
Pengguna Google,5,toped pembayaran serba mudah.terima kasih.
Pengguna Google,5,Ok
Pengguna Google,1,"hubungi cs nya susah bgt, repson nya gitu gitu aja"
Pengguna Google,1,Sudah berbulan2 gak pernah lagi belanja d tokped. Karena diskon nya gak jelas dipakai buat apa dan sekarang hampir gak ada diskon lagi. Apalagi Paylater nya lebih mahal dr yg lain.
Pengguna Google,2,Produkya ...paling mahal .di tokopedia dripada . Shoope /lazada ..🤣
Pengguna Google,5,makasih tokped aku bisa beliin mesin jahit ibuku karena di oren kw
